Volcano Number,Volcano Name,Country,Primary Volcano Type,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
343020,Santa Ana,El Salvador,Stratovolcano,2005 CE,México and Central America,El Salvador and Honduras,13.853,-89.63,2381,Andesite / Basaltic Andesite,Compressional Continental
343030,Izalco,El Salvador,Stratovolcano,1966 CE,México and Central America,El Salvador and Honduras,13.813,-89.633,1950,Andesite / Basaltic Andesite,Compressional Continental
343041,Coatepeque Caldera,El Salvador,Caldera,Unknown,México and Central America,El Salvador and Honduras,13.87,-89.55,746,Rhyolite,Compressional Continental
343050,San Salvador,El Salvador,Stratovolcano,1917 CE,México and Central America,El Salvador and Honduras,13.734,-89.294,1893,Andesite / Basaltic Andesite,Compressional Continental
343051,"Cinotepeque, Cerro",El Salvador,Volcanic field,Unknown,México and Central America,El Salvador and Honduras,14.02,-89.25,665,No Data (checked),Compressional Continental
343052,Guazapa,El Salvador,Stratovolcano,Unknown,México and Central America,El Salvador and Honduras,13.9,-89.12,1438,Basalt / Picro-Basalt,Compressional Continental
343060,Ilopango,El Salvador,Caldera,1880 CE,México and Central America,El Salvador and Honduras,13.672,-89.053,450,Dacite,Compressional Continental
343070,San Vicente,El Salvador,Stratovolcano,Unknown,México and Central America,El Salvador and Honduras,13.595,-88.837,2182,Andesite / Basaltic Andesite,Compressional Continental
343071,Apastepeque Field,El Salvador,Volcanic field,Unknown,México and Central America,El Salvador and Honduras,13.72,-88.77,700,Dacite,Compressional Continental
343072,Taburete,El Salvador,Stratovolcano,Unknown,México and Central America,El Salvador and Honduras,13.435,-88.532,1172,Basalt / Picro-Basalt,Compressional Continental
343080,Tecapa,El Salvador,Stratovolcano,Unknown,México and Central America,El Salvador and Honduras,13.494,-88.502,1593,Andesite / Basaltic Andesite,Compressional Continental
343081,Usulután,El Salvador,Stratovolcano,Unknown,México and Central America,El Salvador and Honduras,13.419,-88.471,1449,Basalt / Picro-Basalt,Compressional Continental
343082,"Tigre, El",El Salvador,Stratovolcano,Unknown,México and Central America,El Salvador and Honduras,13.47,-88.43,1640,Basalt / Picro-Basalt,Compressional Continental
343090,Chinameca,El Salvador,Stratovolcano,Unknown,México and Central America,El Salvador and Honduras,13.478,-88.33,1300,Andesite / Basaltic Andesite,Compressional Continental
343100,San Miguel,El Salvador,Stratovolcano,2002 CE,México and Central America,El Salvador and Honduras,13.434,-88.269,2130,Andesite / Basaltic Andesite,Compressional Continental
343101,"Aramuaca, Laguna",El Salvador,Maar,Unknown,México and Central America,El Salvador and Honduras,13.428,-88.105,181,No Data (checked),Compressional Continental
343110,Conchagua,El Salvador,Stratovolcano,Unknown,México and Central America,El Salvador and Honduras,13.275,-87.845,1225,Basalt / Picro-Basalt,Compressional Continental
343120,Conchagüita,El Salvador,Stratovolcano,1892 CE,México and Central America,El Salvador and Honduras,13.229,-87.767,505,Basalt / Picro-Basalt,Compressional Continental
343130,"Tigre, Isla el",Honduras,Stratovolcano,Unknown,México and Central America,El Salvador and Honduras,13.272,-87.641,783,Basalt / Picro-Basalt,Compressional Continental
343140,"Zacate Grande, Isla",Honduras,Stratovolcano,Unknown,México and Central America,El Salvador and Honduras,13.33,-87.63,640,Basalt / Picro-Basalt,Compressional Continental
343150,"Yojoa, Lake",Honduras,Volcanic field,Unknown,México and Central America,El Salvador and Honduras,14.98,-87.98,1090,Trachybasalt / Tephrite Basanite,Compressional Continental
343160,Utila Island,Honduras,Pyroclastic cone(s),Unknown,México and Central America,El Salvador and Honduras,16.1,-86.9,74,Basalt / Picro-Basalt,Compressional Continental
344010,Cosigüina,Nicaragua,Stratovolcano,1859 CE,México and Central America,Nicaragua,12.98,-87.57,872,Andesite / Basaltic Andesite,Compressional Continental
344020,San Cristóbal,Nicaragua,Stratovolcano,2013 CE,México and Central America,Nicaragua,12.702,-87.004,1745,Basalt / Picro-Basalt,Compressional Continental
344040,Telica,Nicaragua,Stratovolcano(es),2011 CE,México and Central America,Nicaragua,12.602,-86.845,1061,Basalt / Picro-Basalt,Compressional Continental
344060,Rota,Nicaragua,Stratovolcano,Unknown,México and Central America,Nicaragua,12.55,-86.75,832,Andesite / Basaltic Andesite,Compressional Continental
344070,"Negro, Cerro",Nicaragua,Cinder cone(s),1999 CE,México and Central America,Nicaragua,12.506,-86.702,728,Basalt / Picro-Basalt,Compressional Continental
344080,"Pilas, Las",Nicaragua,Complex,1954 CE,México and Central America,Nicaragua,12.495,-86.688,1088,Andesite / Basaltic Andesite,Compressional Continental
344090,Momotombo,Nicaragua,Stratovolcano,1905 CE,México and Central America,Nicaragua,12.422,-86.54,1297,Basalt / Picro-Basalt,Compressional Continental
344091,Apoyeque,Nicaragua,Pyroclastic shield,50 BCE,México and Central America,Nicaragua,12.242,-86.342,518,Dacite,Compressional Continental
344092,Nejapa-Miraflores,Nicaragua,Fissure vent(s),1060 CE,México and Central America,Nicaragua,12.12,-86.32,360,Basalt / Picro-Basalt,Compressional Continental
344100,Masaya,Nicaragua,Caldera,2008 CE,México and Central America,Nicaragua,11.984,-86.161,635,Basalt / Picro-Basalt,Compressional Continental
344101,Granada,Nicaragua,Fissure vent(s),Unknown,México and Central America,Nicaragua,11.92,-85.98,300,Basalt / Picro-Basalt,Compressional Continental
344110,Mombacho,Nicaragua,Stratovolcano,Unknown,México and Central America,Nicaragua,11.826,-85.968,1344,Andesite / Basaltic Andesite,Compressional Continental
344111,Zapatera,Nicaragua,Shield,Unknown,México and Central America,Nicaragua,11.73,-85.82,629,Andesite / Basaltic Andesite,Compressional Continental
344120,Concepción,Nicaragua,Stratovolcano,2011 CE,México and Central America,Nicaragua,11.538,-85.622,1700,Andesite / Basaltic Andesite,Compressional Continental
344130,Maderas,Nicaragua,Stratovolcano,Unknown,México and Central America,Nicaragua,11.446,-85.515,1394,Andesite / Basaltic Andesite,Compressional Continental
344131,Estelí,Nicaragua,Fissure vent(s),Unknown,México and Central America,Nicaragua,13.17,-86.4,899,Basalt / Picro-Basalt,Compressional Continental
344132,"Ciguatepe, Cerro el",Nicaragua,Stratovolcano,Unknown,México and Central America,Nicaragua,12.53,-86.142,603,Basalt / Picro-Basalt,Compressional Continental
344133,"Lajas, Las",Nicaragua,Shield,Unknown,México and Central America,Nicaragua,12.3,-85.73,926,Basalt / Picro-Basalt,Compressional Continental
344140,"Azul, Volcán",Nicaragua,Cinder cone(s),Unknown,México and Central America,Nicaragua,12.53,-83.87,201,Trachybasalt / Tephrite Basanite,Compressional Intermediate
345010,Orosí,Costa Rica,Stratovolcano(es),Unknown,México and Central America,Costa Rica,10.98,-85.473,1659,Andesite / Basaltic Andesite,Compressional Continental
345020,Rincón de la Vieja,Costa Rica,Complex,2012 CE,México and Central America,Costa Rica,10.83,-85.324,1916,Andesite / Basaltic Andesite,Compressional Continental
345030,Miravalles,Costa Rica,Stratovolcano,1946 CE,México and Central America,Costa Rica,10.748,-85.153,2028,Andesite / Basaltic Andesite,Compressional Continental
345031,Tenorio,Costa Rica,Stratovolcano(es),Unknown,México and Central America,Costa Rica,10.673,-85.015,1916,Andesite / Basaltic Andesite,Compressional Continental
345033,Arenal,Costa Rica,Stratovolcano,2010 CE,México and Central America,Costa Rica,10.463,-84.703,1670,Andesite / Basaltic Andesite,Compressional Continental
345034,Platanar,Costa Rica,Stratovolcano(es),Unknown,México and Central America,Costa Rica,10.3,-84.366,2267,Andesite / Basaltic Andesite,Compressional Continental
345040,Poás,Costa Rica,Stratovolcano,2013 CE,México and Central America,Costa Rica,10.2,-84.233,2708,Andesite / Basaltic Andesite,Compressional Continental
345050,Barva,Costa Rica,Complex,6050 BCE,México and Central America,Costa Rica,10.135,-84.1,2906,Andesite / Basaltic Andesite,Compressional Continental
345060,Irazú,Costa Rica,Stratovolcano,1994 CE,México and Central America,Costa Rica,9.979,-83.852,3432,Andesite / Basaltic Andesite,Compressional Continental
345070,Turrialba,Costa Rica,Stratovolcano,2013 CE,México and Central America,Costa Rica,10.025,-83.767,3340,Andesite / Basaltic Andesite,Compressional Continental
346010,Barú,Panama,Stratovolcano,1550 CE,México and Central America,Panamá,8.808,-82.543,3474,Andesite / Basaltic Andesite,Compressional Continental
346030,"Valle, El",Panama,Stratovolcano,Unknown,México and Central America,Panamá,8.58,-80.17,1185,Dacite,Compressional Continental
351011,Romeral,Colombia,Stratovolcano,5950 BCE,South America,Colombia,5.206,-75.364,3858,Andesite / Basaltic Andesite,Compressional Continental
351012,"Bravo, Cerro",Colombia,Stratovolcano,1720 CE,South America,Colombia,5.092,-75.3,4000,Dacite,Compressional Continental
351020,"Ruiz, Nevado del",Colombia,Stratovolcano,2013 CE,South America,Colombia,4.895,-75.322,5321,Andesite / Basaltic Andesite,Compressional Continental
351021,Santa Isabel,Colombia,Shield,850 BCE,South America,Colombia,4.82,-75.37,4950,Andesite / Basaltic Andesite,Compressional Continental
351030,"Tolima, Nevado del",Colombia,Stratovolcano,1943 CE,South America,Colombia,4.67,-75.33,5200,Andesite / Basaltic Andesite,Compressional Continental
351040,Machín,Colombia,Stratovolcano,1180 CE,South America,Colombia,4.48,-75.392,2650,Dacite,Compressional Continental
351050,"Huila, Nevado del",Colombia,Stratovolcano,2012 CE,South America,Colombia,2.93,-76.03,5364,Andesite / Basaltic Andesite,Compressional Continental
351060,Puracé,Colombia,Stratovolcano(es),1977 CE,South America,Colombia,2.32,-76.4,4650,Andesite / Basaltic Andesite,Compressional Continental
351061,Sotará,Colombia,Stratovolcano,Unknown,South America,Colombia,2.108,-76.592,4400,Andesite / Basaltic Andesite,Compressional Continental
351062,Petacas,Colombia,Lava dome,Unknown,South America,Colombia,1.57,-76.78,4054,No Data (checked),Compressional Continental
351070,Doña Juana,Colombia,Stratovolcano,1906 CE,South America,Colombia,1.47,-76.92,4150,Andesite / Basaltic Andesite,Compressional Continental
351080,Galeras,Colombia,Complex,2013 CE,South America,Colombia,1.22,-77.37,4276,Andesite / Basaltic Andesite,Compressional Continental
351090,Azufral,Colombia,Stratovolcano,930 BCE,South America,Colombia,1.08,-77.68,4070,Dacite,Compressional Continental
351100,Cumbal,Colombia,Stratovolcano,1926 CE,South America,Colombia,0.95,-77.87,4764,Andesite / Basaltic Andesite,Compressional Continental
351110,"Negro de Mayasquer, Cerro",Colombia-Ecuador,Stratovolcano,1936 CE,South America,Colombia,0.828,-77.964,4445,Dacite,Compressional Continental
352001,Soche,Ecuador,Stratovolcano,6650 BCE,South America,Ecuador,0.552,-77.58,3955,Dacite,Compressional Continental
352002,Chachimbiro,Ecuador,Stratovolcano,3740 BCE,South America,Ecuador,0.468,-78.287,4106,Dacite,Compressional Continental
352003,Cuicocha,Ecuador,Caldera,650 CE,South America,Ecuador,0.308,-78.364,3246,Dacite,Compressional Continental
352004,Imbabura,Ecuador,Compound,5550 BCE,South America,Ecuador,0.258,-78.183,4609,Andesite / Basaltic Andesite,Compressional Continental
352005,Mojanda,Ecuador,Stratovolcano(es),Unknown,South America,Ecuador,0.13,-78.27,4263,Andesite / Basaltic Andesite,Compressional Continental
352006,Cayambe,Ecuador,Compound,1786 CE,South America,Ecuador,0.029,-77.986,5790,Andesite / Basaltic Andesite,Compressional Continental
352010,Reventador,Ecuador,Stratovolcano,2013 CE,South America,Ecuador,-0.077,-77.656,3562,Andesite / Basaltic Andesite,Compressional Continental
352011,Pululagua,Ecuador,Caldera,290 CE,South America,Ecuador,0.038,-78.463,3356,Dacite,Compressional Continental
352020,Guagua Pichincha,Ecuador,Stratovolcano,2004 CE,South America,Ecuador,-0.171,-78.598,4784,Andesite / Basaltic Andesite,Compressional Continental
352021,Atacazo,Ecuador,Stratovolcano,320 BCE,South America,Ecuador,-0.353,-78.617,4463,Andesite / Basaltic Andesite,Compressional Continental
352022,Chacana,Ecuador,Caldera,1773 CE,South America,Ecuador,-0.375,-78.25,4643,Rhyolite,Compressional Continental
352030,Antisana,Ecuador,Stratovolcano,1802 CE,South America,Ecuador,-0.481,-78.141,5753,Andesite / Basaltic Andesite,Compressional Continental
352031,Aliso,Ecuador,Stratovolcano,2450 BCE,South America,Ecuador,-0.53,-78,4267,Andesite / Basaltic Andesite,Compressional Continental
352040,Sumaco,Ecuador,Stratovolcano,1895 CE,South America,Ecuador,-0.538,-77.626,3990,Trachybasalt / Tephrite Basanite,Compressional Continental
352041,Illiniza,Ecuador,Stratovolcano,Unknown,South America,Ecuador,-0.659,-78.714,5248,Andesite / Basaltic Andesite,Compressional Continental
352050,Cotopaxi,Ecuador,Stratovolcano,1940 CE,South America,Ecuador,-0.677,-78.436,5911,Andesite / Basaltic Andesite,Compressional Continental
352060,Quilotoa,Ecuador,Caldera,1280 CE,South America,Ecuador,-0.85,-78.9,3914,Dacite,Compressional Continental
352071,Chimborazo,Ecuador,Stratovolcano,550 CE,South America,Ecuador,-1.464,-78.815,6310,Andesite / Basaltic Andesite,Compressional Continental
352080,Tungurahua,Ecuador,Stratovolcano,2013 CE,South America,Ecuador,-1.467,-78.442,5023,Andesite / Basaltic Andesite,Compressional Continental
352081,Licto,Ecuador,Scoria cone(s),Unknown,South America,Ecuador,-1.78,-78.613,3336,Andesite / Basaltic Andesite,Compressional Continental
352090,Sangay,Ecuador,Stratovolcano,2013 CE,South America,Ecuador,-2.002,-78.341,5230,Andesite / Basaltic Andesite,Compressional Continental
353010,Fernandina,Ecuador,Shield,2009 CE,South America,Galápagos Islands,-0.37,-91.55,1476,Basalt / Picro-Basalt,Tensional Oceanic
353011,Ecuador,Ecuador,Shield,1150 CE,South America,Galápagos Islands,-0.02,-91.546,790,Basalt / Picro-Basalt,Tensional Oceanic
353020,Wolf,Ecuador,Shield,1982 CE,South America,Galápagos Islands,0.02,-91.35,1710,Basalt / Picro-Basalt,Tensional Oceanic
353030,Darwin,Ecuador,Shield,1813 CE,South America,Galápagos Islands,-0.18,-91.28,1330,Basalt / Picro-Basalt,Tensional Oceanic
353040,Alcedo,Ecuador,Shield,1993 CE,South America,Galápagos Islands,-0.43,-91.12,1130,Basalt / Picro-Basalt,Tensional Oceanic
353050,"Negra, Sierra",Ecuador,Shield,2005 CE,South America,Galápagos Islands,-0.83,-91.17,1124,Basalt / Picro-Basalt,Tensional Oceanic
353060,"Azul, Cerro",Ecuador,Shield,2008 CE,South America,Galápagos Islands,-0.92,-91.408,1640,Basalt / Picro-Basalt,Tensional Oceanic
353070,Pinta,Ecuador,Shield,1928 CE,South America,Galápagos Islands,0.58,-90.75,780,Basalt / Picro-Basalt,Tensional Oceanic
353080,Marchena,Ecuador,Shield,1991 CE,South America,Galápagos Islands,0.33,-90.47,343,Basalt / Picro-Basalt,Tensional Oceanic
353081,Genovesa,Ecuador,Shield,Unknown,South America,Galápagos Islands,0.32,-89.958,64,Basalt / Picro-Basalt,Tensional Oceanic
353090,Santiago,Ecuador,Shield,1906 CE,South America,Galápagos Islands,-0.22,-90.77,920,Basalt / Picro-Basalt,Tensional Oceanic
353091,Santa Cruz,Ecuador,Shield,Unknown,South America,Galápagos Islands,-0.62,-90.33,864,Basalt / Picro-Basalt,Tensional Oceanic
353120,San Cristóbal,Ecuador,Shield,Unknown,South America,Galápagos Islands,-0.88,-89.5,759,Basalt / Picro-Basalt,Tensional Oceanic
354000,Quimsachata,Peru,Lava dome,4450 BCE,South America,Perú,-14.2,-71.33,3923,Rhyolite,Compressional Continental
354001,"Auquihuato, Cerro",Peru,Cinder cone,Unknown,South America,Perú,-15.07,-73.18,4980,No Data (checked),Compressional Continental
354002,Sara Sara,Peru,Stratovolcano,Unknown,South America,Perú,-15.33,-73.45,5522,Andesite / Basaltic Andesite,Compressional Continental
354003,Coropuna,Peru,Stratovolcano,Unknown,South America,Perú,-15.52,-72.65,6377,Andesite / Basaltic Andesite,Compressional Continental
354004,Andahua-Orcopampa,Peru,Cinder cone(s),1490 CE,South America,Perú,-15.42,-72.33,4713,Trachyandesite / Basaltic trachy-andesite,Compressional Continental
354005,Huambo,Peru,Volcanic field,700 BCE,South America,Perú,-15.83,-72.13,4550,Trachyandesite / Basaltic trachy-andesite,Compressional Continental
354006,Sabancaya,Peru,Stratovolcano(es),2003 CE,South America,Perú,-15.78,-71.85,5967,Andesite / Basaltic Andesite,Compressional Continental
354007,"Chachani, Nevado",Peru,Stratovolcano,Unknown,South America,Perú,-16.191,-71.53,6057,Andesite / Basaltic Andesite,Compressional Continental
354008,"Nicholson, Cerro",Peru,Cinder cone,Unknown,South America,Perú,-16.258,-71.753,2520,Andesite / Basaltic Andesite,Compressional Continental
354010,"Misti, El",Peru,Stratovolcano,1985 CE,South America,Perú,-16.294,-71.409,5822,Andesite / Basaltic Andesite,Compressional Continental
354020,Ubinas,Peru,Stratovolcano,2013 CE,South America,Perú,-16.355,-70.903,5672,Andesite / Basaltic Andesite,Compressional Continental
354030,Huaynaputina,Peru,Stratovolcano,1600 CE,South America,Perú,-16.608,-70.85,4850,Dacite,Compressional Continental
354031,Ticsani,Peru,Lava dome(s),1800 CE,South America,Perú,-16.755,-70.595,5408,Dacite,Compressional Continental
354040,Tutupaca,Peru,Stratovolcano,Unknown,South America,Perú,-17.025,-70.358,5815,Andesite / Basaltic Andesite,Compressional Continental
354050,Yucamane,Peru,Stratovolcano(es),1902 CE,South America,Perú,-17.18,-70.2,5550,Andesite / Basaltic Andesite,Compressional Continental
354060,"Casiri, Nevados",Peru,Stratovolcano(es),Unknown,South America,Perú,-17.47,-69.813,5650,Trachyte / Trachyandesite,Compressional Continental
355010,Tacora,Chile-Peru,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-17.72,-69.77,5980,Andesite / Basaltic Andesite,Compressional Continental
355011,Taapaca,Chile,Complex,320 BCE,South America,"Northern Chile, Bolivia & Argentina",-18.1,-69.5,5860,Dacite,Compressional Continental
355012,Parinacota,Chile-Bolivia,Stratovolcano,290 CE,South America,"Northern Chile, Bolivia & Argentina",-18.17,-69.15,6348,Andesite / Basaltic Andesite,Compressional Continental
355020,Guallatiri,Chile,Stratovolcano,1960 CE,South America,"Northern Chile, Bolivia & Argentina",-18.42,-69.092,6071,Andesite / Basaltic Andesite,Compressional Continental
355021,Tambo Quemado,Bolivia,Pyroclastic shield,Unknown,South America,"Northern Chile, Bolivia & Argentina",-18.62,-68.75,4215,Rhyolite,Compressional Continental
355030,Isluga,Chile,Stratovolcano,1913 CE,South America,"Northern Chile, Bolivia & Argentina",-19.15,-68.83,5550,Andesite / Basaltic Andesite,Compressional Continental
355032,Tata Sabaya,Bolivia,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-19.13,-68.53,5430,Andesite / Basaltic Andesite,Compressional Continental
355035,"Jayu Khota, Laguna",Bolivia,Maar(s),Unknown,South America,"Northern Chile, Bolivia & Argentina",-19.45,-67.42,3650,Basalt / Picro-Basalt,Compressional Continental
355036,Nuevo Mundo,Bolivia,Lava dome(s),Unknown,South America,"Northern Chile, Bolivia & Argentina",-19.78,-66.48,5438,Dacite,Compressional Continental
355040,Irruputuncu,Chile-Bolivia,Stratovolcano,1995 CE,South America,"Northern Chile, Bolivia & Argentina",-20.73,-68.55,5163,Andesite / Basaltic Andesite,Compressional Continental
355042,Pampa Luxsar,Bolivia,Volcanic field,Unknown,South America,"Northern Chile, Bolivia & Argentina",-20.85,-68.2,5543,Andesite / Basaltic Andesite,Compressional Continental
355050,Olca-Paruma,Chile-Bolivia,Stratovolcano(es),1867 CE,South America,"Northern Chile, Bolivia & Argentina",-20.93,-68.48,5407,Andesite / Basaltic Andesite,Compressional Continental
355060,Ollagüe,Chile-Bolivia,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-21.3,-68.18,5868,Andesite / Basaltic Andesite,Compressional Continental
355061,"Azufre, Cerro del",Chile,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-21.787,-68.237,5846,Andesite / Basaltic Andesite,Compressional Continental
355070,San Pedro,Chile,Stratovolcano(es),1960 CE,South America,"Northern Chile, Bolivia & Argentina",-21.88,-68.4,6145,Andesite / Basaltic Andesite,Compressional Continental
355090,Putana,Chile,Stratovolcano,1810 CE,South America,"Northern Chile, Bolivia & Argentina",-22.55,-67.85,5890,Dacite,Compressional Continental
355091,Sairecabur,Chile-Bolivia,Stratovolcano(es),Unknown,South America,"Northern Chile, Bolivia & Argentina",-22.72,-67.892,5971,Andesite / Basaltic Andesite,Compressional Continental
355092,Licancabur,Chile-Bolivia,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-22.83,-67.88,5916,Andesite / Basaltic Andesite,Compressional Continental
355093,Guayaques,Chile-Bolivia,Lava dome(s),Unknown,South America,"Northern Chile, Bolivia & Argentina",-22.895,-67.566,5598,Dacite,Compressional Continental
355094,Purico Complex,Chile,Pyroclastic shield,Unknown,South America,"Northern Chile, Bolivia & Argentina",-23,-67.75,5703,Dacite,Compressional Continental
355095,Colachi,Chile,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-23.236,-67.645,5631,Andesite / Basaltic Andesite,Compressional Continental
355096,Acamarachi,Chile,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-23.3,-67.62,6046,Dacite,Compressional Continental
355097,"Overo, Cerro",Chile,Maar,Unknown,South America,"Northern Chile, Bolivia & Argentina",-23.52,-67.67,4555,Andesite / Basaltic Andesite,Compressional Continental
355098,Chiliques,Chile,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-23.58,-67.7,5778,Andesite / Basaltic Andesite,Compressional Continental
355100,Láscar,Chile,Stratovolcano(es),2013 CE,South America,"Northern Chile, Bolivia & Argentina",-23.37,-67.73,5592,Andesite / Basaltic Andesite,Compressional Continental
355101,Cordón de Puntas Negras,Chile,Stratovolcano(es),Unknown,South America,"Northern Chile, Bolivia & Argentina",-23.743,-67.534,5852,Andesite / Basaltic Andesite,Compressional Continental
355102,Miñiques,Chile,Stratovolcano(es),Unknown,South America,"Northern Chile, Bolivia & Argentina",-23.82,-67.77,5910,Andesite / Basaltic Andesite,Compressional Continental
355103,"Tujle, Cerro",Chile,Maar,Unknown,South America,"Northern Chile, Bolivia & Argentina",-23.83,-67.95,3550,No Data (checked),Compressional Continental
355104,Caichinque,Chile,Stratovolcano(es),Unknown,South America,"Northern Chile, Bolivia & Argentina",-23.95,-67.73,4450,Andesite / Basaltic Andesite,Compressional Continental
355105,Tilocalar,Chile,Stratovolcano(es),Unknown,South America,"Northern Chile, Bolivia & Argentina",-23.97,-68.13,3116,Andesite / Basaltic Andesite,Compressional Continental
355106,"Negrillar, El",Chile,Pyroclastic cone(s),Unknown,South America,"Northern Chile, Bolivia & Argentina",-24.18,-68.25,3500,Andesite / Basaltic Andesite,Compressional Continental
355107,Pular,Chile,Stratovolcano(es),Unknown,South America,"Northern Chile, Bolivia & Argentina",-24.188,-68.054,6233,Andesite / Basaltic Andesite,Compressional Continental
355108,"Negrillar, La",Chile,Pyroclastic cone(s),Unknown,South America,"Northern Chile, Bolivia & Argentina",-24.28,-68.6,4109,Andesite / Basaltic Andesite,Compressional Continental
355109,Socompa,Chile-Argentina,Stratovolcano,5250 BCE,South America,"Northern Chile, Bolivia & Argentina",-24.4,-68.25,6051,Dacite,Compressional Continental
355110,Llullaillaco,Chile-Argentina,Stratovolcano,1877 CE,South America,"Northern Chile, Bolivia & Argentina",-24.72,-68.53,6739,Dacite,Compressional Continental
355112,"Escorial, Cerro",Chile-Argentina,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-25.08,-68.37,5447,Andesite / Basaltic Andesite,Compressional Continental
355120,Lastarria,Chile-Argentina,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-25.17,-68.5,5697,Andesite / Basaltic Andesite,Compressional Continental
355121,Cordón del Azufre,Chile-Argentina,Complex,Unknown,South America,"Northern Chile, Bolivia & Argentina",-25.33,-68.52,5463,Andesite / Basaltic Andesite,Compressional Continental
355122,"Bayo, Cerro",Chile-Argentina,Complex,Unknown,South America,"Northern Chile, Bolivia & Argentina",-25.42,-68.58,5401,Andesite / Basaltic Andesite,Compressional Continental
355123,"Nevada, Sierra",Chile-Argentina,Complex,Unknown,South America,"Northern Chile, Bolivia & Argentina",-26.48,-68.58,6127,No Data (checked),Compressional Continental
355124,Falso Azufre,Chile-Argentina,Complex,Unknown,South America,"Northern Chile, Bolivia & Argentina",-26.8,-68.37,5890,No Data (checked),Compressional Continental
355125,"Incahuasi, Nevado de",Chile-Argentina,Stratovolcano(es),Unknown,South America,"Northern Chile, Bolivia & Argentina",-27.042,-68.28,6621,Dacite,Compressional Continental
355130,"Ojos del Salado, Nevados",Chile-Argentina,Stratovolcano,700 CE,South America,"Northern Chile, Bolivia & Argentina",-27.12,-68.55,6887,Dacite,Compressional Continental
355131,"Solo, El",Chile-Argentina,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-27.108,-68.72,6190,Dacite,Compressional Continental
355140,Copiapó,Chile,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-27.3,-69.13,6052,Dacite,Compressional Continental
355150,"Tuzgle, Cerro",Argentina,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-24.05,-66.48,5500,Dacite,Compressional Continental
355160,Aracar,Argentina,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-24.25,-67.77,6082,Andesite / Basaltic Andesite,Compressional Continental
355161,Unnamed,Argentina,Pyroclastic cone,Unknown,South America,"Northern Chile, Bolivia & Argentina",-25.1,-68.27,NaN,Andesite / Basaltic Andesite,Compressional Continental
355180,Antofagasta de la Sierra,Argentina,Scoria cone(s),Unknown,South America,"Northern Chile, Bolivia & Argentina",-26.08,-67.5,4000,Andesite / Basaltic Andesite,Compressional Continental
355190,"Cóndor, Cerro el",Argentina,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-26.62,-68.35,6532,No Data (checked),Compressional Continental
355200,Peinado,Argentina,Stratovolcano,Unknown,South America,"Northern Chile, Bolivia & Argentina",-26.62,-68.15,5740,Andesite / Basaltic Andesite,Compressional Continental
355210,Robledo,Argentina,Caldera,Unknown,South America,"Northern Chile, Bolivia & Argentina",-26.77,-67.72,4400,Rhyolite,Compressional Continental
355220,Tipas,Argentina,Complex,Unknown,South America,"Northern Chile, Bolivia & Argentina",-27.2,-68.55,6660,No Data (checked),Compressional Continental
356010,San Félix,Chile,Shield,Unknown,South America,Pacific Ocean (Chilean Islands),-26.28,-80.12,193,Trachybasalt / Tephrite Basanite,Intermediate Oceanic
356011,Easter Island,Chile,Shield(s),Unknown,South America,Pacific Ocean (Chilean Islands),-27.15,-109.38,511,Basalt / Picro-Basalt,Tensional Oceanic
356020,Robinson Crusoe,Chile,Shield(s),1835 CE,South America,Pacific Ocean (Chilean Islands),-33.658,-78.85,922,Basalt / Picro-Basalt,Intermediate Oceanic
356040,Unnamed,Chile,Submarine,Unknown,South America,Pacific Ocean (Chilean Islands),-33.62,-76.83,-642,No Data (checked),Intermediate Oceanic
357010,Tupungatito,Chile-Argentina,Stratovolcano,1987 CE,South America,Central Chile and Argentina,-33.4,-69.8,6000,Andesite / Basaltic Andesite,Compressional Continental
357020,San José,Chile-Argentina,Stratovolcano,1960 CE,South America,Central Chile and Argentina,-33.782,-69.897,5856,Andesite / Basaltic Andesite,Compressional Continental
357021,Maipo,Chile-Argentina,Caldera,1912 CE,South America,Central Chile and Argentina,-34.161,-69.833,5264,Trachyandesite / Basaltic trachy-andesite,Compressional Continental
357022,Palomo,Chile,Stratovolcano,Unknown,South America,Central Chile and Argentina,-34.608,-70.295,4860,Andesite / Basaltic Andesite,Compressional Continental
