Volcano Number,Volcano Name,Country,Primary Volcano Type,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
312170,Katmai,United States,Stratovolcano,1912 CE,Alaska,Alaska Peninsula,58.28,-154.963,2047,Andesite / Basaltic Andesite,Compressional Continental
312180,Novarupta,United States,Caldera,1912 CE,Alaska,Alaska Peninsula,58.27,-155.157,841,Rhyolite,Compressional Continental
312190,Griggs,United States,Stratovolcano,1790 BCE,Alaska,Alaska Peninsula,58.354,-155.092,2317,Andesite / Basaltic Andesite,Compressional Continental
312200,Snowy Mountain,United States,Stratovolcano(es),1710 CE,Alaska,Alaska Peninsula,58.336,-154.682,2162,Andesite / Basaltic Andesite,Compressional Continental
312210,Denison,United States,Stratovolcano,Unknown,Alaska,Alaska Peninsula,58.418,-154.449,2287,Andesite / Basaltic Andesite,Compressional Continental
312220,Steller,United States,Stratovolcano,Unknown,Alaska,Alaska Peninsula,58.43,-154.4,2272,Andesite / Basaltic Andesite,Compressional Continental
312230,Kukak,United States,Stratovolcano,Unknown,Alaska,Alaska Peninsula,58.453,-154.355,2043,Andesite / Basaltic Andesite,Compressional Continental
312250,Kaguyak,United States,Lava dome(s),3850 BCE,Alaska,Alaska Peninsula,58.608,-154.028,901,Dacite,Compressional Continental
312260,Fourpeaked,United States,Stratovolcano,2006 CE,Alaska,Alaska Peninsula,58.77,-153.672,2105,Andesite / Basaltic Andesite,Compressional Continental
312270,Douglas,United States,Stratovolcano,Unknown,Alaska,Alaska Peninsula,58.855,-153.542,2140,Andesite / Basaltic Andesite,Compressional Continental
313010,Augustine,United States,Lava dome(s),2006 CE,Alaska,Alaska (southwestern),59.363,-153.43,1252,Andesite / Basaltic Andesite,Compressional Continental
313020,Iliamna,United States,Stratovolcano,1876 CE,Alaska,Alaska (southwestern),60.032,-153.09,3053,Andesite / Basaltic Andesite,Compressional Continental
313030,Redoubt,United States,Stratovolcano,2009 CE,Alaska,Alaska (southwestern),60.485,-152.742,3108,Andesite / Basaltic Andesite,Compressional Continental
313040,Spurr,United States,Stratovolcano,1992 CE,Alaska,Alaska (southwestern),61.299,-152.251,3374,Andesite / Basaltic Andesite,Compressional Continental
313050,Hayes,United States,Stratovolcano,1200 CE,Alaska,Alaska (southwestern),61.64,-152.411,3034,Dacite,Compressional Continental
314010,St. Paul Island,United States,Shield,1280 BCE,Alaska,Alaska (western),57.18,-170.3,203,Trachybasalt / Tephrite Basanite,Intermediate Continental
314020,Nunivak Island,United States,Shield,Unknown,Alaska,Alaska (western),60.02,-166.33,511,Basalt / Picro-Basalt,Intermediate Continental
314030,Ingakslugwat Hills,United States,Cinder cone(s),Unknown,Alaska,Alaska (western),61.43,-164.47,190,Basalt / Picro-Basalt,Intermediate Continental
314040,St. Michael,United States,Shield(s),Unknown,Alaska,Alaska (western),63.45,-162.12,715,Basalt / Picro-Basalt,Intermediate Continental
314050,Kookooligit Mountains,United States,Shield,Unknown,Alaska,Alaska (western),63.6,-170.43,673,Basalt / Picro-Basalt,Intermediate Continental
314060,Imuruk Lake,United States,Shield(s),300 CE,Alaska,Alaska (western),65.6,-163.92,610,Basalt / Picro-Basalt,Intermediate Continental
315001,Buzzard Creek,United States,Tuff ring(s),1050 BCE,Alaska,Alaska (eastern),64.07,-148.42,830,Basalt / Picro-Basalt,Compressional Continental
315010,Sanford,United States,Shield,Unknown,Alaska,Alaska (eastern),62.22,-144.13,4949,Andesite / Basaltic Andesite,Intermediate Continental
315020,Wrangell,United States,Shield,2002 CE,Alaska,Alaska (eastern),62,-144.02,4317,Andesite / Basaltic Andesite,Intermediate Continental
315021,Gordon,United States,Cinder cone(s),Unknown,Alaska,Alaska (eastern),62.13,-143.08,2755,Basalt / Picro-Basalt,Compressional Continental
315030,Churchill,United States,Stratovolcano,800 CE,Alaska,Alaska (eastern),61.38,-141.75,5005,Dacite,Intermediate Continental
315040,Edgecumbe,United States,Stratovolcano(es),2220 BCE,Alaska,Alaska (eastern),57.05,-135.75,970,Andesite / Basaltic Andesite,Intermediate Continental
315050,Duncan Canal,United States,Volcanic field,Unknown,Alaska,Alaska (eastern),56.5,-133.1,15,Basalt / Picro-Basalt,Compressional Continental
315060,Tlevak Strait-Suemez Is.,United States,Volcanic field,Unknown,Alaska,Alaska (eastern),55.25,-133.3,50,Basalt / Picro-Basalt,Compressional Continental
315070,Behm Canal-Rudyerd Bay,United States,Cinder cone(s),Unknown,Alaska,Alaska (eastern),55.32,-131.05,500,Basalt / Picro-Basalt,Intermediate Continental
320010,Fort Selkirk,Canada,Volcanic field,Unknown,Canada and Western USA,Canada,62.93,-137.38,1239,Trachybasalt / Tephrite Basanite,Intermediate Continental
320020,Alligator Lake,Canada,Volcanic field,Unknown,Canada and Western USA,Canada,60.42,-135.42,2217,Basalt / Picro-Basalt,Intermediate Continental
320030,Atlin Volcanic Field,Canada,Cinder cone(s),Unknown,Canada and Western USA,Canada,59.68,-133.32,1880,Trachybasalt / Tephrite Basanite,Intermediate Continental
320031,Tuya Volcanic Field,Canada,Volcanic field,Unknown,Canada and Western USA,Canada,59.37,-130.58,2123,Basalt / Picro-Basalt,Intermediate Continental
320040,Heart Peaks,Canada,Shield,Unknown,Canada and Western USA,Canada,58.6,-131.97,2012,Basalt / Picro-Basalt,Intermediate Continental
320050,Level Mountain,Canada,Shield,Unknown,Canada and Western USA,Canada,58.42,-131.35,2190,Trachyte / Trachyandesite,Intermediate Continental
320060,Edziza,Canada,Stratovolcano,950 CE,Canada and Western USA,Canada,57.72,-130.63,2786,Trachyte / Trachyandesite,Intermediate Continental
320070,Spectrum Range,Canada,Shield,Unknown,Canada and Western USA,Canada,57.43,-130.68,2430,Rhyolite,Intermediate Continental
320080,Hoodoo Mountain,Canada,Subglacial,7050 BCE,Canada and Western USA,Canada,56.78,-131.28,1850,Phonolite,Intermediate Continental
320090,Iskut-Unuk River Cones,Canada,Cinder cone(s),1800 CE,Canada and Western USA,Canada,56.58,-130.55,1880,Basalt / Picro-Basalt,Intermediate Continental
320100,Tseax River Cone,Canada,Pyroclastic cone,1690 CE,Canada and Western USA,Canada,55.12,-128.9,609,Basalt / Picro-Basalt,Intermediate Continental
320110,Crow Lagoon,Canada,Pyroclastic cone,Unknown,Canada and Western USA,Canada,54.7,-130.23,335,Basalt / Picro-Basalt,Intermediate Continental
320120,Milbanke Sound Group,Canada,Cinder cone(s),Unknown,Canada and Western USA,Canada,52.5,-128.73,335,Basalt / Picro-Basalt,Intermediate Continental
320130,Satah Mountain,Canada,Volcanic field,Unknown,Canada and Western USA,Canada,52.47,-124.7,1921,Trachybasalt / Tephrite Basanite,Intermediate Continental
320140,Nazko,Canada,Cinder cone(s),5220 BCE,Canada and Western USA,Canada,52.9,-123.73,1230,Trachybasalt / Tephrite Basanite,Intermediate Continental
320150,Wells Gray-Clearwater,Canada,Cinder cone(s),1550 CE,Canada and Western USA,Canada,52.33,-120.57,2015,Basalt / Picro-Basalt,Intermediate Continental
320160,Silverthrone,Canada,Caldera,Unknown,Canada and Western USA,Canada,51.43,-126.3,3160,Andesite / Basaltic Andesite,Compressional Continental
320170,Bridge River Cones,Canada,Volcanic field,Unknown,Canada and Western USA,Canada,50.8,-123.4,2500,Basalt / Picro-Basalt,Compressional Continental
320180,Meager,Canada,Complex,410 BCE,Canada and Western USA,Canada,50.63,-123.5,2680,Dacite,Compressional Continental
320190,Garibaldi Lake,Canada,Volcanic field,Unknown,Canada and Western USA,Canada,49.92,-123.03,2316,Andesite / Basaltic Andesite,Compressional Continental
320200,Garibaldi,Canada,Stratovolcano,8060 BCE,Canada and Western USA,Canada,49.85,-123,2678,Dacite,Compressional Continental
320811,Cayley Volcanic Field,Canada,Stratovolcano,Unknown,Canada and Western USA,Canada,50.12,-123.28,2375,Andesite / Basaltic Andesite,Compressional Continental
321010,Baker,United States,Stratovolcano(es),1880 CE,Canada and Western USA,USA (Washington),48.777,-121.813,3285,Andesite / Basaltic Andesite,Compressional Continental
321020,Glacier Peak,United States,Stratovolcano,1700 CE,Canada and Western USA,USA (Washington),48.112,-121.113,3213,Dacite,Compressional Continental
321030,Rainier,United States,Stratovolcano,1894 CE,Canada and Western USA,USA (Washington),46.853,-121.76,4392,Andesite / Basaltic Andesite,Compressional Continental
321040,Adams,United States,Stratovolcano,950 CE,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Andesite / Basaltic Andesite,Compressional Continental
321050,St. Helens,United States,Stratovolcano,2008 CE,Canada and Western USA,USA (Washington),46.2,-122.18,2549,Dacite,Compressional Continental
321060,West Crater,United States,Volcanic field,5750 BCE,Canada and Western USA,USA (Washington),45.88,-122.08,1329,Andesite / Basaltic Andesite,Compressional Continental
321070,Indian Heaven,United States,Shield(s),6250 BCE,Canada and Western USA,USA (Washington),45.93,-121.82,1806,Basalt / Picro-Basalt,Compressional Continental
322010,Hood,United States,Stratovolcano,1866 CE,Canada and Western USA,USA (Oregon),45.374,-121.695,3426,Andesite / Basaltic Andesite,Compressional Continental
322020,Jefferson,United States,Stratovolcano,950 CE,Canada and Western USA,USA (Oregon),44.674,-121.8,3199,Andesite / Basaltic Andesite,Compressional Continental
322030,Blue Lake Crater,United States,Maar,680 CE,Canada and Western USA,USA (Oregon),44.411,-121.774,1230,Basalt / Picro-Basalt,Compressional Continental
322040,Sand Mountain Field,United States,Cinder cone(s),70 CE,Canada and Western USA,USA (Oregon),44.38,-121.93,1664,Basalt / Picro-Basalt,Compressional Continental
322060,Belknap,United States,Shield(s),480 CE,Canada and Western USA,USA (Oregon),44.285,-121.841,2095,Andesite / Basaltic Andesite,Compressional Continental
322070,North Sister Field,United States,Complex,440 CE,Canada and Western USA,USA (Oregon),44.17,-121.77,3074,Andesite / Basaltic Andesite,Compressional Continental
322080,South Sister,United States,Complex,50 BCE,Canada and Western USA,USA (Oregon),44.103,-121.768,3157,Dacite,Compressional Continental
322090,Bachelor,United States,Stratovolcano,5800 BCE,Canada and Western USA,USA (Oregon),43.979,-121.688,2763,Andesite / Basaltic Andesite,Compressional Continental
322100,Davis Lake,United States,Volcanic field,2790 BCE,Canada and Western USA,USA (Oregon),43.57,-121.82,2163,Andesite / Basaltic Andesite,Compressional Continental
322110,Newberry,United States,Shield,690 CE,Canada and Western USA,USA (Oregon),43.722,-121.229,2434,Andesite / Basaltic Andesite,Compressional Continental
322120,Devils Garden,United States,Volcanic field,Unknown,Canada and Western USA,USA (Oregon),43.512,-120.861,1698,Basalt / Picro-Basalt,Tensional Continental
322130,Lava Mountain,United States,Volcanic field,Unknown,Canada and Western USA,USA (Oregon),43.472,-120.754,1711,Basalt / Picro-Basalt,Tensional Continental
322150,Cinnamon Butte,United States,Cinder cone(s),Unknown,Canada and Western USA,USA (Oregon),43.241,-122.108,1956,Basalt / Picro-Basalt,Compressional Continental
322160,Crater Lake,United States,Caldera,2850 BCE,Canada and Western USA,USA (Oregon),42.93,-122.12,2487,Dacite,Compressional Continental
322170,Diamond Craters,United States,Volcanic field,5610 BCE,Canada and Western USA,USA (Oregon),43.1,-118.75,1435,Basalt / Picro-Basalt,Tensional Continental
322190,Jordan Craters,United States,Volcanic field,1250 BCE,Canada and Western USA,USA (Oregon),43.147,-117.46,1473,Basalt / Picro-Basalt,Tensional Continental
323010,Shasta,United States,Stratovolcano,1786 CE,Canada and Western USA,USA (California),41.409,-122.193,4317,Andesite / Basaltic Andesite,Compressional Continental
323020,Medicine Lake,United States,Shield,1080 CE,Canada and Western USA,USA (California),41.611,-121.554,2412,Basalt / Picro-Basalt,Compressional Continental
323030,Brushy Butte,United States,Shield,Unknown,Canada and Western USA,USA (California),41.178,-121.443,1174,Basalt / Picro-Basalt,Compressional Continental
323040,Twin Buttes,United States,Cinder cone(s),Unknown,Canada and Western USA,USA (California),40.777,-121.591,1631,Basalt / Picro-Basalt,Compressional Continental
323050,Silver Lake,United States,Cinder cone(s),Unknown,Canada and Western USA,USA (California),40.731,-121.841,1535,Basalt / Picro-Basalt,Compressional Continental
323060,Tumble Buttes,United States,Cinder cone(s),Unknown,Canada and Western USA,USA (California),40.68,-121.55,2191,Andesite / Basaltic Andesite,Compressional Continental
323080,Lassen Volcanic Center,United States,Stratovolcano,1917 CE,Canada and Western USA,USA (California),40.492,-121.508,3187,Andesite / Basaltic Andesite,Compressional Continental
323090,Eagle Lake Field,United States,Fissure vent(s),Unknown,Canada and Western USA,USA (California),40.63,-120.83,1652,Basalt / Picro-Basalt,Compressional Continental
323100,Clear Lake,United States,Volcanic field,Unknown,Canada and Western USA,USA (California),38.97,-122.77,1439,Dacite,Compressional Continental
323110,Mono Lake Volcanic Field,United States,Cinder cone(s),1790 CE,Canada and Western USA,USA (California),38,-119.03,2121,Dacite,Tensional Continental
323120,Mono Craters,United States,Lava dome(s),1350 CE,Canada and Western USA,USA (California),37.88,-119,2796,Rhyolite,Tensional Continental
323130,Inyo Craters,United States,Lava dome(s),1380 CE,Canada and Western USA,USA (California),37.692,-119.02,2629,Rhyolite,Tensional Continental
323150,Mammoth Mountain,United States,Lava dome(s),1260 CE,Canada and Western USA,USA (California),37.631,-119.032,3369,Trachyte / Trachyandesite,Tensional Continental
323160,Ubehebe Craters,United States,Maar(s),4050 BCE,Canada and Western USA,USA (California),37.02,-117.45,752,Basalt / Picro-Basalt,Tensional Continental
323170,Golden Trout Creek,United States,Volcanic field,5550 BCE,Canada and Western USA,USA (California),36.358,-118.32,2886,Basalt / Picro-Basalt,Tensional Continental
323180,Coso Volcanic Field,United States,Lava dome(s),Unknown,Canada and Western USA,USA (California),36.03,-117.82,2400,Rhyolite,Tensional Continental
323190,Lavic Lake,United States,Volcanic field,Unknown,Canada and Western USA,USA (California),34.75,-116.625,1495,Basalt / Picro-Basalt,Tensional Continental
323200,Salton Buttes,United States,Lava dome(s),6450 BCE,Canada and Western USA,USA (California),33.2,-115.62,-40,Rhyolite,Tensional Continental
324010,Shoshone Lava Field,United States,Shield,8400 BCE,Canada and Western USA,USA (Idaho),43.18,-114.35,1478,Basalt / Picro-Basalt,Tensional Continental
324020,Craters of the Moon,United States,Cinder cone(s),130 BCE,Canada and Western USA,USA (Idaho),43.42,-113.5,2005,Basalt / Picro-Basalt,Tensional Continental
324030,Wapi Lava Field,United States,Shield,300 BCE,Canada and Western USA,USA (Idaho),42.88,-113.22,1604,Basalt / Picro-Basalt,Tensional Continental
324040,Hell's Half Acre,United States,Shield,3250 BCE,Canada and Western USA,USA (Idaho),43.5,-112.45,1631,Basalt / Picro-Basalt,Tensional Continental
325010,Yellowstone,United States,Caldera(s),1350 BCE,Canada and Western USA,USA (Wyoming),44.43,-110.67,2805,Rhyolite,Tensional Continental
326010,Soda Lakes,United States,Maar(s),Unknown,Canada and Western USA,USA (Nevada),39.53,-118.87,1251,Basalt / Picro-Basalt,Tensional Continental
327010,Santa Clara,United States,Volcanic field,Unknown,Canada and Western USA,USA (Utah),37.257,-113.625,1465,Trachybasalt / Tephrite Basanite,Tensional Continental
327030,Bald Knoll,United States,Cinder cone(s),Unknown,Canada and Western USA,USA (Utah),37.328,-112.408,2135,Basalt / Picro-Basalt,Tensional Continental
327040,Markagunt Plateau,United States,Volcanic field,1050 CE,Canada and Western USA,USA (Utah),37.58,-112.67,2840,Basalt / Picro-Basalt,Tensional Continental
327050,Black Rock Desert,United States,Volcanic field,1290 CE,Canada and Western USA,USA (Utah),38.97,-112.5,1800,Basalt / Picro-Basalt,Tensional Continental
327110,Carrizozo,United States,Cinder cone(s),3250 BCE,Canada and Western USA,USA (New Mexico),33.78,-105.93,1731,Basalt / Picro-Basalt,Tensional Continental
327120,Zuni-Bandera,United States,Volcanic field,1170 BCE,Canada and Western USA,USA (New Mexico),34.8,-108,2550,Basalt / Picro-Basalt,Tensional Continental
328010,Dotsero,United States,Maar,2200 BCE,Canada and Western USA,USA (Colorado),39.661,-107.035,2230,Basalt / Picro-Basalt,Tensional Continental
329010,Uinkaret Field,United States,Volcanic field,1100 CE,Canada and Western USA,USA (Arizona),36.38,-113.13,1555,Trachybasalt / Tephrite Basanite,Tensional Continental
329020,Sunset Crater,United States,Cinder cone,1075 CE,Canada and Western USA,USA (Arizona),35.37,-111.5,2447,Basalt / Picro-Basalt,Tensional Continental
331010,Endeavour Ridge,Undersea Features,Submarine,3490 BCE,Hawaii and Pacific Ocean,Pacific Ocean (northern),47.95,-129.1,-2050,Basalt / Picro-Basalt,Tensional Oceanic
331011,Cobb Segment,Undersea Features,Submarine,1180 BCE,Hawaii and Pacific Ocean,Pacific Ocean (northern),46.88,-129.33,-2100,Basalt / Picro-Basalt,Tensional Oceanic
331020,CoAxial Segment,Undersea Features,Submarine,1993 CE,Hawaii and Pacific Ocean,Pacific Ocean (northern),46.52,-129.58,-2400,Basalt / Picro-Basalt,Tensional Oceanic
331021,Axial Seamount,Undersea Features,Submarine,1998 CE,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130,-1410,Basalt / Picro-Basalt,Tensional Oceanic
331030,Cleft Segment,Undersea Features,Submarine,1986 CE,Hawaii and Pacific Ocean,Pacific Ocean (northern),44.83,-130.3,-2140,Basalt / Picro-Basalt,Tensional Oceanic
331031,North Gorda Ridge,United States,Submarine,1996 CE,Hawaii and Pacific Ocean,Pacific Ocean (northern),42.67,-126.78,-3000,Basalt / Picro-Basalt,Tensional Oceanic
331040,Escanaba Segment,United States,Submarine,2260 BCE,Hawaii and Pacific Ocean,Pacific Ocean (northern),40.98,-127.5,-1700,Basalt / Picro-Basalt,Tensional Oceanic
331050,Unnamed,United States,Submarine?,Unknown,Hawaii and Pacific Ocean,Pacific Ocean (northern),31.75,-124.25,-2533,No Data (checked),Intermediate Oceanic
332000,Loihi,United States,Submarine,1996 CE,Hawaii and Pacific Ocean,Hawaiian Islands,18.92,-155.27,-975,Basalt / Picro-Basalt,Intermediate Oceanic
332010,Kilauea,United States,Shield,2013 CE,Hawaii and Pacific Ocean,Hawaiian Islands,19.421,-155.287,1222,Basalt / Picro-Basalt,Intermediate Oceanic
332020,Mauna Loa,United States,Shield,1984 CE,Hawaii and Pacific Ocean,Hawaiian Islands,19.475,-155.608,4170,Basalt / Picro-Basalt,Intermediate Oceanic
332030,Mauna Kea,United States,Shield,2460 BCE,Hawaii and Pacific Ocean,Hawaiian Islands,19.82,-155.47,4205,Basalt / Picro-Basalt,Intermediate Oceanic
332040,Hualalai,United States,Shield,1801 CE,Hawaii and Pacific Ocean,Hawaiian Islands,19.692,-155.87,2523,Basalt / Picro-Basalt,Intermediate Oceanic
332060,Haleakala,United States,Shield,1750 CE,Hawaii and Pacific Ocean,Hawaiian Islands,20.708,-156.25,3055,Basalt / Picro-Basalt,Intermediate Oceanic
